Date;Precipitation;MaxTemp;MinTemp;Insolation;Evaporation;AvgTemp;AvgHumidity;AvgWindSpeed
41273;0;35.6;18.8;11.9;2.7;26.78;64.75;1.733333
41274;0;36.7;22;10.9;4.3;27.86;71.25;1.666667
41275;23.8;25.5;19.2;2.8;4.4;21.58;78.75;3.933333
41276;0.7;27.5;15.6;8.7;3.3;20.08;64;2.566667
41277;0;30;14.6;11;3.3;22.16;64.75;2.6
41278;0;33.6;17.4;12.2;5.1;24.84;67.5;2
41279;0;31.8;19.6;4.8;4.6;25.16;83.5;2.266667
41280;7.4;31.1;20.1;6.4;2.2;26.14;73.5;1.866667
41281;0;32.2;22.3;0.4;3.5;25.98;78.5;1.6
41282;67.9;30.6;21.2;6.4;3;24.32;84.75;2
41283;0;31.5;21;10.9;3.3;24.92;74.25;4.333333
41284;0;31;19.3;12.2;3.3;23.6;63.5;2.8
41285;0;29.1;16.5;12.4;4.2;22.06;62.75;2.833333
41286;0;30.1;16.8;11.2;4.8;22.42;61.25;1.8
41287;0;31.4;17.3;11.8;4;23.66;69.25;5.1
41288;0;31.5;19.8;12.1;4.2;24.88;66.75;2.8
41289;0;30.2;20.6;11.2;5.5;24.8;68.25;4.4
41290;0;32.6;20.6;11.6;4;25.64;71.5;3.366667
41291;0;34.2;20.5;10.7;4;26.2;68.25;3.566667
41292;0.1;30.1;21.9;6.1;4;24.8;70.75;2.433333
41293;1.3;29.5;19;9.2;2.9;23.12;73.75;2.866667
41294;1.3;28.7;20;9.2;4.1;23.1;61.75;4.633333
41295;0;30;18.2;12.6;5.6;23.48;64;5.333333
41296;0;31.9;19.1;10.7;5.2;24.44;62.25;2.966667
41297;0;33.7;19.3;12.2;5.2;25.86;61.75;1.8
41298;0;35.6;21.9;8.6;6.2;25.94;71.25;2.733333
41299;3.6;32.2;21.5;5.5;4.8;24.36;63.25;3.833333
41300;0;27.2;16.3;11.4;7;20.34;52.75;1.9
41301;0;29.5;14.4;12.5;4.7;21.6;58.25;2.066667
41302;0;33;17.9;12.5;5.5;24.58;66.25;2.3
41303;0;34.8;19;12;4.1;25.82;65.5;4.366667
41304;0;36.2;19.7;12.3;4.8;26.44;63;2.1
41305;0;37.7;20.3;12.3;6.2;27.94;51.25;2.066667
41306;0;38.2;21.8;10;6.8;29.24;58;2.966667
41307;0;30.8;22.2;2.5;5.7;25.92;81;1.866667
41308;5;27.5;19.6;2.3;1.7;22.32;81.25;2
41309;4.2;27.6;17;9.6;1.6;21.8;63.5;3.433333
41310;0;27.7;17.2;10.2;3.5;22.42;69.75;4.1
41311;0;29.6;19.9;11.3;3.6;23.46;71.25;3.8
41312;0;29.5;20.8;12;3.1;23.98;66.75;4.7
41313;0;28.5;19.6;3.6;3;23.66;75;3.366667
41314;0.6;28.9;21.5;1.6;2.2;24.22;84.25;2.4
41315;0.5;32;22.2;7.2;1.5;24.84;75.75;1.866667
41316;0.5;32;20.8;7.4;2.2;25.3;76.25;5
41317;1.8;31.4;22.8;7.4;2.2;26.3;74.5;1.9
41318;0;32.9;23.6;8;2.2;26.98;76.5;2.866667
41319;3.8;33;22.9;7.9;2;26;79.75;2.633333
41320;22.1;31.4;22.9;5.2;2.1;25.8;82.25;1.766667
41321;0.5;31.9;22.4;8.8;1.3;26.02;78.5;2.466667
41322;0;33;22.5;8.4;3.1;27.26;72.5;3.933333
41323;0;31.6;23.2;9.3;3.5;26.02;77.25;2.4
41324;0;28.4;22.6;0.4;2.1;24.76;82.25;4
41325;0;31.4;23.9;3;1.8;26.14;87.5;4.8
41326;70.4;30.2;23.2;6.4;0.9;25.66;82.25;3.366667
41327;2;27.5;20.2;8.4;2.1;22.42;70.75;3.366667
41328;0;29.6;18.8;11.4;2.6;23.88;67.25;4.266667
41329;0;33.6;19.4;10.2;3.4;26.76;67;1.633333
41330;0;29.2;23.6;1.7;3;24.84;77.25;2.7
41331;1.4;26.1;18.6;8.7;2;21.3;64.5;2.6
41332;0;27.1;14.5;11.2;3;20.02;59.75;1.933333
41333;0;28;15;11.3;2.7;20.88;66.5;3.366667
41334;0;32;17.9;10.5;2.3;24.54;75;3.966667
41335;0;33.3;21.3;8.2;2.9;27.18;56.25;2.566667
41336;0;27.3;23;2.2;4.8;24.74;85.25;1.333333
41337;13.3;25.9;19;3.1;1.3;21.1;78.25;1.566667
41338;10.1;24.2;17.2;5.3;1.2;19.92;76;2.933333
41339;0;27.5;19.6;10.1;1.4;21.96;68;1.733333
41340;0;32.2;16.2;10.5;3;23.52;75.5;1.066667
41341;0;28.3;21.1;2.5;2;24.14;83.5;2.266667
41342;0.7;27.7;21.4;0.8;1.1;24.04;82.75;1.133333
41343;0;28.4;22.2;4.1;2.4;25;74.25;4.733333
41344;0;30.2;20.4;7.1;2.7;23.54;70.5;2.366667
41345;6.2;23.3;20.2;0;2;21.32;90.75;1.433333
41346;10.5;24.9;19;2.8;0.9;20.62;76;3.066667
41347;0.3;26;16.3;3;1.8;20.62;67.75;4.033333
41348;2.4;21.3;17.6;0;1.7;18.8;93.75;2.6
41349;4.8;21.9;17.6;0;0.8;18.58;81.25;2.133333
41350;0.1;24;15;6.3;1.3;18.54;65.75;3.933333
41351;0;23;14.5;4.3;2;18.9;71.75;2.733333
41352;0;23.4;17.6;2.2;2.4;20.56;73.75;4.4
41353;7.5;20.9;18.3;0;1.9;19.44;93.25;3.566667
41354;11.5;27.4;17.3;6.9;0.2;21.98;74.5;1.866667
41355;0;28.3;19.4;9.3;2.4;21.86;70;2.166667
41356;0;27;16.9;9.3;2.1;20.74;71.75;2.933333
41357;0;25.4;15.6;0.3;2;20.04;78;2.033333
41358;0;29.5;16.4;8.2;2;22.1;72.75;1.666667
41359;0;26.2;18.6;2.7;2;20.56;89.5;3.133333
41360;10.1;25.4;16.5;5.8;0.6;20.16;81.5;2.133333
41361;0.5;26.5;18.2;8.8;1.8;20.94;75.25;2.4
41362;0;27.8;15.5;9.8;1.4;20.84;70.5;3.633333
41363;0;30.6;17.1;9.9;2.1;22.92;70.5;1.466667
41364;0;32.4;18.4;9.8;2.9;24.36;63.5;1.866667
41365;0;27.6;17;5;3.3;22.26;75.75;3.233333
41366;0.7;28.3;20.7;2.9;2;23.66;86.5;2.2
41367;0.1;31.7;21.6;7.6;1.5;25.06;78.25;1.8
41368;53.7;29.4;20;2.5;1.9;23.16;86;2.333333
41369;24.8;25.4;19.3;8;2.2;21.54;66.25;4.933333
41370;0;28;17;9.7;3.3;22.12;70;2.466667
41371;0;25.4;18.3;8.6;2.8;20.24;71;3.5
41372;0;24;15.8;2.6;1.6;19.48;76;2.3
41373;0;23.1;17.7;0.3;1.6;20.08;73;2.8
41374;0;26.5;17;8.3;2.1;21.02;79.75;3.666667
41375;0.1;29;18.5;5.5;1.7;23.8;69.5;3.666667
41376;18.5;25;18.7;0;2;20.28;91.75;1.833333
41377;2.2;21.9;14.8;7.8;1;16.88;64;1.666667
41378;0;20.7;9.8;8.9;2.2;14.94;61.75;2.9
41379;0;25.2;11.5;9;2.5;18.86;64.5;4.138147
41380;0;21.6;13.9;7.7;3.3;17;68;1.766667
41381;0;23.1;13.5;5.3;2.3;16.74;78.75;1.566667
41382;0.1;25.2;11.3;8.3;1.9;17.34;74.5;1.133333
41383;0;26.6;12.3;8.3;2.4;18.46;71.5;0.833333
41384;0;26.7;12.2;8.2;2.4;18.5;78.25;1.133333
41385;0.1;26.5;16;7.6;2;19.64;79.75;1.266667
41386;0.1;27.3;14.6;7.7;2.4;19.06;77.5;2.033333
41387;0;27.6;13.7;8.1;2;19.66;72.25;0.866667
41388;0;27;15.6;6.9;2.5;19.7;71;1.233333
41389;0;28.4;14.5;8.2;2.4;20.44;68;1.366667
41390;0;28.8;15.6;7.3;3.4;20.84;69;0.933333
41391;0;28.8;16.1;8.4;3.3;21.02;73.75;1
41392;0;32.1;17.1;8.3;1.9;24.04;69.25;0.966667
41393;2.4;25.7;19.8;1.9;2.4;22.28;83.75;1.5
41394;6.1;27.3;18.1;5.7;1.4;20.32;79;1.433333
41395;0;23.2;16.9;1;1.4;19.46;82.5;1.333333
41396;0;31.7;16.6;6.6;0.9;22.72;81;0.833333
41397;0.1;28.5;19.3;2;1.5;22.34;85.5;0.533333
41398;0.3;23.4;19;1.6;1.5;19.96;78.75;1.566667
41399;0;22.1;15.1;5.9;1.5;17.72;68.25;1.333333
41400;0;20.5;12;7.8;1.8;15.04;72.75;1.533333
41401;0;18.5;12;6.3;2;13.92;67;3
41402;0.8;20.9;7.1;7.7;2.1;12.76;67;0.466667
41403;0;24.6;8.7;8;1.8;14.82;68.5;1.666667
41404;0;28.2;8.4;6.5;2;16.58;76;1.366667
41405;0.1;28;11.1;7.7;2.3;18.28;69.5;1.333333
41406;0;21.6;14.2;0.8;2.6;17.28;85.25;2.2
41407;0;24.4;14.3;3.4;0.5;18.88;89.25;2.266667
41408;0.3;26.5;18.2;4.1;0.8;21.7;80.25;2.133333
41409;0;23.8;15;0.4;1.6;18;90.25;1.733333
41410;13.3;15.2;7.5;7.8;1.9;9.78;66.5;2.933333
41411;0;17.8;5.2;7;1.4;10.58;79;2.766667
41412;0;16.8;9.5;0;0.9;13.36;83.25;2
41413;1.5;18.4;14;0;0.8;15.8;96.75;1.033333
41414;19.8;21.2;15.2;0;0.7;17.44;94;1.566667
41415;1.4;21;14.6;3.3;0.3;16.24;86;2.033333
41416;0;16.6;11.1;0;0.8;14.16;88.5;0.433333
41417;0;21.3;13.6;3.8;0.7;16.24;87.75;1.633333
41418;0.1;19.8;13.4;3.1;0.7;15.72;87.25;1.366667
41419;0;21.8;13.4;5;0.7;15.44;85;1.833333
41420;0;24;12;6.7;1;16.76;82.75;1.1
41421;0;25.8;12.8;7.3;1.1;17.44;74.5;0.666667
41422;0;25.6;13;4.3;2.3;18.4;83.75;1.2
41423;0.1;19.7;16.2;0;2;17.52;91;4.6
41424;27.5;18.1;9.1;7.6;0.5;12.56;69.75;2.4
41425;0;20.3;6.7;4.7;1.7;12.74;74;1.2
41426;8.4;15.7;10.4;0;2;13.1;94.75;1.233333
41427;17.9;16.4;12.1;0.5;0.2;13.66;93.75;4.133333
41428;0.1;19.5;11.5;7.3;0;13.66;83.5;1.733333
41429;0.1;21.5;8.2;6.3;1.6;13.86;80.5;0.833333
41430;0.1;25;9.6;7;1.6;16;79.25;0.7
41431;0;21.8;12.6;0.7;1.5;15.12;81;1.6
41432;0;20.5;6.9;7.2;0.5;12.84;82.5;1.066667
41433;0.1;20.3;8.8;6.2;0.9;13.22;85.25;1.333333
41434;0.2;22;10.2;5.3;0.9;15.6;83.25;1.266667
41435;0;23.2;15.2;4.2;1.1;17.42;83;2.033333
41436;0.1;17.2;12.3;0;0.8;14.88;91.25;1.133333
41437;0;19.2;14.5;1.2;0.3;15.82;91.25;0.766667
41438;0;21.4;12.9;5.2;0.5;15.46;83.25;1.5
41439;0.1;21.2;11.3;3.8;1;14.98;83.25;3.266667
41440;0.1;19.9;12.2;5.8;1;14.66;78.75;2.3
41441;0;20.1;12.4;1.2;1.4;16.38;83.25;0.233333
41442;2.8;17.8;14.3;0;0.7;15.38;86;1.366667
41443;0;21;13.1;3.7;0.6;16.6;85.5;2.833333
41444;1.7;17.6;12.3;0;0.4;13.96;84;2.033333
41445;3.6;15.6;11.6;0;0.6;13.28;95;2.433333
41446;34.8;16.8;13.2;0;0.4;14.92;85.25;4
41447;6.9;17.4;11.4;7.6;0.6;13.28;72.5;4.566667
41448;0;18.8;7.4;7.2;1.2;11.78;86.25;1.966667
41449;0;19.6;10.7;0.7;0.9;14.96;86.25;2.466667
41450;3.9;17.9;15.4;0;0.5;16.06;87.75;1.333333
41451;0.3;16.2;13;0;0.7;14.24;81;2.366667
41452;0.1;18.9;8;5.7;0.5;12.42;80.5;1.5
41453;0.1;23.5;8.9;6.4;0.8;15.62;83.25;1.333333
41454;19.2;19.8;14.3;3.3;1.2;15.78;89.5;1.5
41455;0.1;18;10;7.5;0.6;11.78;76;1.933333
41456;0;17.6;5.3;7;1;10.24;83.75;1.366667
41457;0;19.9;5.6;6.8;0.9;11.68;75.75;2.066667
41458;0;23.6;8.1;7.4;1.5;14.62;77;1.6
41459;0;23.4;11.5;3.7;1.6;17.94;82;1.5
41460;0;28.5;16.2;6.6;2;21.64;63.75;1.266667
41461;0;24.8;17.8;4;2.5;20.76;84;1.6
41462;42.1;21.4;11.8;0;1.1;14.2;95.5;2.066667
41463;10.9;15;9;0.6;0.4;11.74;91.75;2.233333
41464;0.3;23;11.3;7.5;0.4;16.06;82.25;2.066667
41465;0;26.7;14.8;7.3;1;19.36;82.25;1.5
41466;0;26.4;14.4;6.1;2;18.76;84.75;0.533333
41467;0;25.4;14.9;6.4;1.1;19.3;84.5;2.066667
41468;8.7;21.1;15.9;0.5;1.1;17.92;90.5;1.3
41469;0;20.6;14.1;0.8;0.7;16.24;89;1.533333
41470;24;16.9;9;7;1.1;11.18;80.5;1.733333
41471;0;18;6.4;7.6;1;11.6;77;3.133333
41472;0;24.3;8.8;7.2;1.3;15.48;74;1.866667
41473;2.2;17.4;10.9;0;2.2;13.4;85;3.366667
41474;23.9;12.5;7.2;3.2;1.7;9.38;78.25;2.466667
41475;0;15.2;8;0.7;0.2;10.88;88;2.1
41476;3.7;13.4;8.8;2.2;0.5;10.06;78;1.866667
41477;0;11.3;5.1;7.4;1.3;7.04;64.25;4.433333
41478;0;9.1;4.5;3.3;2;6.72;74.75;3.066667
41479;0;12.6;3;6.4;1.1;6.8;78.75;2.8
41480;0;16.1;1.4;7.4;1.1;7.76;79.25;1.833333
41481;0;19.9;4.9;7.5;1.6;11.54;78.25;2.1
41482;0;21.4;6.8;7.1;1.2;12.36;75.25;1.166667
41483;0;22.2;8.2;7.4;1.7;13.84;76.75;2.066667
41484;0;22.2;7.7;7.3;2.2;13.24;82.25;1.433333
41485;0;18.3;10.8;3;0.2;13.8;84.75;1.566667
41486;0.1;27.3;9.7;7;0.9;16.86;77;0.666667
41487;0;30.1;11.9;7.5;1.5;19.9;74.25;1.533333
41488;0;22.1;14.7;1.3;2.8;17.62;92.75;1.7
41489;1.1;17.7;12.3;0;0.6;13.5;87;1.166667
41490;14.8;18;11;5.1;0.8;13.2;82.5;2.433333
41491;0.1;21.7;6.5;7.8;1;12.96;77.75;1.6
41492;1.5;22.4;11.4;7.7;1.7;14.72;72.25;1.066667
41493;1.5;22.3;10.4;3.6;2.4;15.92;82.75;2
41494;6.5;30.1;13.2;5.6;1.2;18.04;80.5;2.9
41495;2.6;13.3;10;0;2;10.84;96.25;2.566667
41496;22.2;11.9;10;0;0.3;10.66;93.5;3.866667
41497;16.9;14.3;9.6;1.8;0.4;10.64;81.25;2.2
41498;0.1;18.9;5.3;7.9;0.8;11.78;76.25;1.866667
41499;0.8;14.9;9.8;0;1.9;11.14;90.75;2.166667
41500;3.6;10.4;7.8;0;0.5;8.9;87.25;2.333333
41501;0.8;15.9;7.9;5.3;0;10.78;82.25;1.466667
41502;0;20.3;6.4;8.4;1.6;12.5;78.75;1.8
41503;0;18;8.2;7.9;2;12.5;82.5;2.066667
41504;0;21.5;9.6;8.2;0.9;15.26;73.5;2.733333
41505;0;25.5;13.4;8.2;2.2;18.18;75.25;1.3
41506;0;27.6;11.6;8.1;1.7;18.82;67.75;1
41507;0;26;15.5;4.6;2.9;20.04;68.25;3.8
41508;0;24.4;12;0.8;2.9;16.1;85.25;1.266667
41509;31.7;12;6.3;0;0.7;8.28;87.25;2.066667
41510;23.6;13.5;7;0;0.5;11.22;97.75;2
41511;72;13.2;9.8;0;0.2;10.88;96.75;4.3
41512;30.5;10.1;6.7;0;0;7.72;90.25;3.433333
41513;12.1;11;6.4;0;0.5;8.72;92.5;2.766667
41514;5;17.6;9.2;8.6;0.7;12.28;74.5;2.3
41515;0;23.4;6.9;8.7;1.1;14.4;76.25;1.666667
41516;0;28;9.6;8;2;17.84;73.75;1.133333
41517;0;27;12.2;4.4;2.9;19.46;77.5;0.966667
41518;0;21.5;17.9;0;2.3;19;87;1
41519;0.7;22.8;15;0;0.5;19.22;81.75;1.866667
41520;0.3;20.4;11.8;1.5;1.6;14.24;79.25;4
41521;0.9;18;9.2;7.9;1.2;12;76.75;2.866667
41522;0;24.5;10.6;7.8;1.3;16.42;76.75;2.4
41523;0;28.2;13.1;7.4;1.9;19.44;71.75;1.2
41524;0;28.7;14.8;5.3;2.5;20.78;71;2.266667
41525;3.4;26.8;16.9;2;2.7;20.82;77.25;2.466667
41526;0;31.3;15.6;9.8;2.1;21.88;71;1.166667
41527;0;34.7;15.8;10;2.4;23.56;69;1
41528;0;34.8;18;10.1;3.8;25.08;58.5;2.066667
41529;0;34.6;18;9.9;4.5;26.02;54.5;2.266667
41530;0;35.3;19.9;9;5.4;24.44;65.25;3.033333
41531;0;25;17.5;1.9;3.7;19.84;86.5;2.6
41532;0;24.3;17.8;0.1;1.3;19.94;89.75;2.666667
41533;23.8;19.4;15.4;0.7;0.6;16.66;90.5;2.8
41534;8.3;17.3;11.1;6.3;0.8;12.8;70.5;4.4
41535;0;17.3;8.3;7.7;2.5;12.18;60.75;3.866667
41536;0;21.2;6.1;9.8;2.3;13.1;69;2.4
41537;0;19.6;12.9;0.7;2.5;16.92;92.25;1.733333
41538;31.8;17.6;14;0;0.2;15.36;95.25;1.5
41539;7.5;17.3;13.7;0;0.3;14.92;92;4.1
41540;14.7;16.8;12.2;0;0.8;13.84;95.75;2.366667
41541;12.2;16.6;9.8;0;0.1;12.3;93.25;6.033333
41542;26.8;19.3;10.2;9.4;0.2;13.96;74.25;2.533333
41543;0;20.7;7.9;8.7;1.5;13.86;75.5;2.633333
41544;0;22.2;11.8;8;2.2;16.56;67.25;4.333333
41545;4.7;18.1;14.2;0.2;2.4;15.52;88.5;2.2
41546;0.2;22;14.3;3;0.8;17.3;85.5;1.633333
41547;0;20.5;15.4;0.5;2.4;17.64;84.5;1.833333
41548;0.2;23.1;15.2;8.9;1.2;17.86;68.75;3.433333
41549;0;25.6;11.4;9.9;1.9;17.38;70.25;3.033333
41550;0;22;12.4;5.1;2.1;17.76;81.25;3.7
41551;0;21.2;13.2;1;1.4;15.82;89.75;2.2
41552;11.1;21.1;12.6;7.6;0.8;15.7;78;3.033333
41553;0;22;11.9;8.2;1.3;16.02;76.75;3.3
41554;0;23.2;12;10.5;1.5;16.82;62.5;4
41555;0;25.3;11.5;10.7;2.9;17.5;63;3.9
41556;0;28.3;14.6;10.8;3.2;20.38;65;2.5
41557;0;28.4;15.6;1.8;2.9;21.22;65;2.166667
41558;0;29.1;15.5;6.7;2.4;21.2;73.75;2.366667
41559;0;24.5;17.8;0;2.7;21.08;83.5;1.666667
41560;17.4;27.5;19.3;8.1;1.1;22.44;78;2.166667
41561;0;28;17.5;10.6;2;21.32;79.25;2.8
41562;0;26.2;16.6;8.5;1.8;20.44;73.75;2.266667
41563;0;24.6;15.6;1.6;2.1;19.9;80.5;2.833333
41564;0.2;23.6;17;0.4;1.5;19.48;77.25;2.766667
41565;0;25.6;14.3;7.4;1.9;19.9;73.25;2.333333
41566;0;26.7;14.7;6.4;3.3;20.08;74.75;1
41567;0;32.4;15.8;9.7;2;24.1;58;2.7
41568;13.4;25.2;18;0.3;4.2;19.56;91;4.233333
41569;19.8;25;16.2;11.4;0.9;19.76;67.25;4.933333
41570;3.2;25.1;17.8;0.3;2.4;20.62;94;1.833333
41571;41.4;21.1;17.1;0;0.6;18.64;81.75;2.133333
41572;0.1;23.2;13.8;10.1;1.2;18.48;75.25;4.4
41573;0.4;19;17.7;0;3.4;18.42;95.5;4.466667
41574;24.6;25.8;16.2;8.7;0.2;18.64;58.75;4.366667
41575;0;23.1;11.4;11.2;2.7;16.32;71;2.233333
41576;0;25;11.2;11.6;2.3;18;67.25;3.266667
41577;0;25.6;14.8;11.3;2.8;19.92;71.5;6
41578;0;26.7;16.5;9;2.9;21.1;72.5;3.033333
41579;0;27.8;18.5;4.4;2.6;22.48;74.25;1.466667
41580;0;28.8;17.8;2.3;2.6;23.76;70.75;1.766667
41581;0.7;25.4;17.8;3;2.8;20.18;80.75;4.766667
41582;0.8;24.8;12.5;11.1;1.9;17.78;72.75;2.566667
41583;0;24.4;14;11.8;3;18.66;66.5;4.266667
41584;0;25.6;14.6;12.2;3.4;19.52;62.5;4.833333
41585;0;29.8;14.8;11.9;3.9;21.6;62;3.466667
41586;0;33.5;16.9;12.2;3.4;24.4;64;1.866667
41587;0;30.9;20.1;6.7;3.7;24.38;75;1.966667
41588;0.2;28;20.6;0.9;3.2;23.12;85;3.166667
41589;105.5;21.6;20;0;0.8;20.4;96;2.366667
41590;32.1;26.8;19.4;9.9;0.6;22.42;67;4.833333
41591;0;27.6;16.9;12;3.5;21.42;69.5;2.366667
41592;0;29.3;15.4;12.1;4.4;21.82;69.5;2.8
41593;0;33.6;18.1;7.8;4.1;23.68;70.75;2.633333
41594;23.7;24.8;17.2;12;4.2;19.36;68.75;3.266667
41595;0;26.1;12.2;12.4;3;19.42;69.5;3.733333
41596;0;32.3;16.9;12.6;3.7;23.8;64.75;2.166667
41597;0;33.4;19.2;5.1;3.6;25.82;66.25;3.433333
41598;4.9;31.2;20.9;3.5;3.1;25.54;82;1.333333
41599;12.2;26.2;19.4;0;2.7;21.48;92.75;2.566667
41600;3.5;25.3;17.3;12.1;1.1;20.56;70.5;3.966667
41601;0;27.2;16.8;11.8;2.9;21.24;67.5;4.533333
41602;0;29.8;17.7;12.6;3.4;22.88;68.5;2.233333
41603;0;32.1;19.2;9;3.7;25.06;72;3.033333
41604;0;34.1;19.3;9.9;3;26.4;66.25;3.433333
41605;0;33.6;20.9;8;3.7;26.8;68.25;4.266667
41606;1;27.7;19.1;8.7;3.5;21.54;68.5;2.8
41607;0;28.3;15.2;12.7;3.2;21.74;59;3.8
41608;0;27.7;15.4;9.4;4.6;21.82;64.25;4.8
41609;0;30;20.3;4.6;4.7;23.54;77.5;2.533333
41610;5.3;30;20.5;6.5;2.3;24.38;80.75;1.9
41611;4.4;29.2;19;8;2;22.6;76.25;3.433333
41612;32;32.2;15.6;11.3;2.2;25.08;67.5;1.666667
41613;31.4;27.9;20.7;1.1;3.1;22.5;77.25;2.133333
41614;0.1;24.8;15.8;8.6;1.8;19.72;71;2.4
41615;0;29.6;16.3;11.2;2.5;22.08;71.75;2.333333
41616;0;34;17.3;12.1;3.3;25.26;63.25;1.9
41617;0;30.4;22;0.7;4.5;25.68;78.5;2.4
41618;1.6;24.2;20.3;1.9;2.2;21.84;82.75;3.5
41619;1.3;25;18.4;6.8;1.6;20.72;68.5;3.566667
41620;0;27.6;16.6;11.8;2.5;21.6;66.75;2.566667
41621;0;31.4;17.4;7.5;3.2;23.38;70;0.833333
41622;0.3;33.3;19.1;11.9;2.5;25.38;68.75;1.6
41623;0;32.4;19.6;12;2.8;25.56;71.75;2.366667
41624;0;31;22.2;9.6;2.9;24.8;74.25;2.7
41625;0;30.3;20.4;12.7;2.9;24.2;68.25;4.933333
41626;0;33.6;19.4;12.4;3.5;25;67.25;2.4
41627;0;31.9;19.5;12.5;3.5;24.9;71.25;2.966667
41628;0;30.8;21.2;12.4;3.2;25.2;73.5;4.333333
41629;0;30.2;20.5;12.1;3.1;24.62;71;4.033333
41630;0;29.5;20.1;9.4;3.2;24.06;68.25;3.466667
41631;0;28.1;20.3;4.5;3.4;23.82;76;3.3
41632;0;31.8;20.6;10.2;2.6;25.24;74.5;2.933333
41633;0;35.3;21.1;12;1.8;26.7;70.5;2.2
41634;0;38.5;21.3;11.9;3.8;29.82;52;1.433333
41635;0;39;24.1;9.2;5.2;30.4;60.75;2.466667
41636;0;34.3;25.3;7.7;4.3;28.6;69;2
41637;0;37.2;23.8;12.1;3.2;30.36;61.75;2.433333
41638;0;36.4;24.4;9.8;4.5;28.22;73.25;1.766667
41639;0.2;31.5;25.3;8.3;4.3;27.12;74.75;1.933333
41640;3.6;34;23.7;5.8;3.2;27.86;75.5;1.8
41641;0.1;34.4;24.8;5.1;3.7;27.84;74.75;3.4
41642;4;25.3;19.9;0;2.1;21.56;88;0.9
41643;9.2;28.2;17.5;12.3;1.2;22.62;62.75;2.366667
41644;0;31.6;17.8;12.7;3.3;25.02;62.5;2.866667
41645;0;34.4;19.5;12.5;3.4;26.06;67.75;2.190733
41646;0;36.2;22.2;12.4;4.5;29.44;59.5;1.633333
41647;0;30;23.8;1.8;5.6;25.62;74.5;3.166667
41648;0;33.3;21.3;10.6;2.6;26.4;74.5;2.333333
41649;14.6;31.1;21.9;3.4;2.8;24.2;87.5;3.866667
41650;10.3;29.4;20.1;3.1;0.7;23.88;91;2.833333
41651;9.1;28.1;20;1.5;1.3;22.9;85.75;1.333333
41652;0.2;29;21.6;4;1.1;24.44;84.75;2.6
41653;1.3;31;22.1;8.2;1;24.64;81.5;2.733333
41654;8.3;28.3;21.9;2.5;2.2;24.4;84.5;1.6
41655;3.5;31.2;19.2;11.7;1.1;24.96;73.25;2.1
41656;0;34.8;19.2;12.3;2.7;26.38;68.25;3.566667
41657;0;36.4;20;11.3;3.3;27.98;58.75;2
41658;0;37;21.6;11.4;3.7;29.52;56.75;2.166667
41659;0;37;23.5;11.5;5;29.82;45.25;3.233333
41660;0;37.3;22.3;12.5;6.5;31.04;48;2.366667
41661;0;37.2;25.2;10.3;5.9;30;66.5;2.9
41662;0;37;25.1;11.6;3.8;31.48;58.75;3.5
41663;0;37.6;26.5;8.8;5.2;29.64;70.75;3.233333
41664;5.7;27;20;0;3.6;21.72;84.25;3.2
41665;2;26.4;19.7;1.1;1;23.08;84.25;5.066667
41666;1.6;36.3;22.7;8.9;2;28.92;68;1.8
41667;0;37.7;24.2;8.8;2.6;29.3;67;2.733333
41668;2.6;38.2;25.1;11.9;3.4;29.66;64.25;4.4
41669;0;37.7;24.3;9.9;3.7;28.26;68;2.166667
41670;0.7;32.6;23;7;3.7;26.6;72.5;2.333333
41671;2;34.2;23;8;2.2;26.78;78.25;5.433333
41672;6.2;38.2;22.6;11.4;2.6;30.62;62.5;2.5
41673;0;37.8;22.6;10.1;4.4;29.64;62.75;2.6
41674;0.2;37.8;25.2;7.7;4.4;29.9;66.5;2.6
41675;0;39.9;24.9;12;3.4;32.34;56;1.833333
41676;0;40.6;26.6;12;5.6;31.72;66.25;2.733333
41677;0;39.8;27.1;10.6;4.3;33.32;56.25;3.133333
41678;0;34.8;22.6;7.4;5.1;27.34;73.25;1.866667
41679;6.5;38.1;22.6;10.7;3.1;29.3;67.25;2
41680;0;36.8;22.6;10.4;3.7;27.08;79.75;3.066667
41681;22.9;37.5;22.7;10.3;2.5;29.2;70.75;1.466667
41682;0;35.6;24.2;9;3.1;27.48;80;2.233333
41683;2.1;25.6;20;1.7;2.4;22.32;91;4.2
41684;42;25.3;18.4;4;0.7;21.1;78.25;2.866667
41685;2.4;26.3;19.2;10.6;2.5;22.54;65;5.233333
41686;0;27.6;18.3;9;2.9;22.64;73.5;5.533333
41687;0;30;19.8;11.4;2.5;24.38;69.75;4.966667
41688;0;30.3;20.2;11.6;3.1;24.82;70.5;4.2
41689;0;32;21;10.9;2.9;25.72;67.5;3.733333
41690;0;27.5;21.5;0.4;2.9;24.02;78.75;1.633333
41691;0.6;33.3;21.8;10.5;1.5;27.22;71;2.266667
41692;0;32.4;22.6;6.3;2.9;25.44;80.5;2.6
41693;3.1;30;22.1;3.4;1.6;24.48;87.25;0.9
41694;3.7;32.5;21.4;11.2;1.7;26.18;76.75;2.9
41695;0;29.2;22.2;2.8;2.3;24.84;84.75;4.533333
41696;22.7;23.9;21.1;0;1.2;22.1;96;1.966667
41697;29.6;22.5;17.8;0.3;0.5;19.62;90;2.266667
41698;3.7;26.2;17.6;8.6;0.4;20.64;81;2.9
